Lead_ID,Created_Date,Owner,Region,Raw_Source,Product_Code,Industry,Company_Size,Deal_Stage,Last_Stage_Date,Close_Date,Expected_Value_USD,Discount_Pct,Stage_Probability,Lost_Reason,Funnel_Level
L00173,2026-04-17,Ha Vo,North,Webinar,CRM-CORE,Technology,Mid-Market,Closed Won,2026-06-23,2026-06-23,14200.0,0.1,1.0,,6
L00174,2025-02-03,Tuan Bui,Central,SEM - Google,CRM-CORE,Healthcare,SMB,Closed Lost,2025-03-21,2025-03-21,5100.0,0,0.0,Feature Gap,5
L00175,2025-02-21,Ha Vo,North,Webinar,MKT-AUTO,Manufacturing,Enterprise,Closed Lost,2025-04-25,2025-04-25,35400.0,0,0.0,Budget,3
L00176,2025-06-05,Ha Vo,North,LinkedIn Ads,CS-CLOUD,Financial Services,SMB,Closed Lost,2025-07-27,2025-07-27,25100.0,0,0.0,Competitor,3
L00177,2025-12-04,Quynh Vu,North,customer referral,BI-PLUS,Education,Enterprise,Closed Won,2026-04-03,2026-04-03,104600.0,0,1.0,,6
L00178,2026-08-19,Quynh Vu,North,Partner Referral,CRM-CORE,Manufacturing,SMB,New,2026-08-25,,6500.0,0.05,0.05,,1
L00179,2025-09-18,Chi Le,South,google cpc,BI-PLUS,Professional Services,Mid-Market,Closed Lost,2025-11-03,2025-11-03,27000.0,0,0.0,Competitor,5
L00180,2026-08-27,Minh Do,North,LinkedIn Ads,BI-PLUS,Financial Services,SMB,Closed Lost,2026-09-01,2026-09-01,28100.0,0,0.0,No Decision,3
L00181,2025-04-07,Quynh Vu,North,Cold Email,MKT-AUTO,Financial Services,Mid-Market,Negotiation,2025-12-01,,34300.0,0.05,0.85,,5
L00182,2025-10-03,Bao Tran,South,Email Campaign,CRM-PRO,Manufacturing,SMB,Closed Lost,2025-12-01,2025-12-01,11400.0,0,0.0,Timing,2
L00183,2026-06-27,Minh Do,North,email nurture,MKT-AUTO,Technology,Enterprise,Demo / Meeting,2026-07-25,,52500.0,0.03,0.4,,3
L00184,2026-05-15,Duy Pham,South,Google Organic,CRM-CORE,Financial Services,Enterprise,Proposal,2026-08-17,,23200.0,0.03,0.65,,4
L00185,2025-09-03,Chi Le,South,Webinar,CS-CLOUD,Professional Services,Mid-Market,Closed Lost,2025-10-29,2025-10-29,49900.0,0,0.0,Competitor,4
L00186,2025-11-18,Minh Do,North,Cold Email,CS-CLOUD,Professional Services,Mid-Market,Negotiation,2026-06-14,,47400.0,0,0.85,,5
L00187,2026-01-03,Duy Pham,South,SEO,CRM-PRO,Retail,Enterprise,Closed Won,2026-03-18,2026-03-18,69100.0,0.12,1.0,,6
L00188,2026-01-16,Chi Le,South,LI Ads,BI-PLUS,Education,SMB,Closed Lost,2026-02-24,2026-02-24,26600.0,0,0.0,Budget,4
L00189,2025-12-23,Chi Le,South,SEO,BI-PLUS,Retail,SMB,Closed Lost,2026-02-13,2026-02-13,13300.0,0,0.0,Timing,4
L00190,2025-01-29,Chi Le,South,organic search,CRM-PRO,Manufacturing,Mid-Market,Closed Lost,2025-03-22,2025-03-22,35500.0,0,0.0,Timing,3
L00191,2025-12-31,Ha Vo,North,Google Ads,REV-OPS,Manufacturing,Mid-Market,Closed Lost,2026-02-10,2026-02-10,83900.0,0,0.0,Feature Gap,4
L00192,2025-06-29,Tuan Bui,Central,SEO,REV-OPS,Financial Services,SMB,Closed Lost,2025-08-19,2025-08-19,34900.0,0,0.0,Budget,5
L00193,2025-12-02,Duy Pham,South,linkedin,MKT-AUTO,Technology,Mid-Market,Closed Lost,2026-01-09,2026-01-09,16200.0,0,0.0,Budget,2
L00194,2026-07-23,An Nguyen,South,Email Campaign,CRM-CORE,Professional Services,Enterprise,Closed Won,2026-09-01,2026-09-01,17800.0,0.1,1.0,,6
L00195,2026-05-28,Ha Vo,North,google cpc,CRM-CORE,Manufacturing,SMB,Proposal,2026-07-30,,5000.0,0,0.65,,4
L00196,2026-04-12,Bao Tran,South,Google Organic,CRM-CORE,Education,Mid-Market,Closed Won,2026-05-07,2026-05-07,16900.0,0.12,1.0,,6
L00197,2025-09-15,Quynh Vu,North,virtual event,CRM-CORE,Education,SMB,Negotiation,2026-06-17,,4800.0,0.03,0.85,,5
L00198,2025-09-16,An Nguyen,South,Email Campaign,CS-CLOUD,Retail,SMB,Negotiation,2026-05-06,,22600.0,0.05,0.85,,5
L00199,2026-06-27,Bao Tran,South,linkedin,CS-CLOUD,Professional Services,Enterprise,Closed Lost,2026-08-20,2026-08-20,80800.0,0,0.0,No Decision,3
L00200,2025-10-09,Bao Tran,South,google cpc,CS-CLOUD,Manufacturing,SMB,Closed Lost,2025-12-04,2025-12-04,13300.0,0,0.0,Timing,4
L00201,2026-02-23,Ha Vo,North,Google Ads,CRM-CORE,Professional Services,SMB,Closed Won,2026-04-22,2026-04-22,7900.0,0.12,1.0,,6
L00202,2025-07-17,Minh Do,North,Outbound,BI-PLUS,Education,Mid-Market,Negotiation,2026-02-19,,37300.0,0.03,0.85,,5
L00203,2025-03-19,Duy Pham,South,Email Campaign,MKT-AUTO,Manufacturing,SMB,Negotiation,2026-05-28,,18900.0,0.03,0.85,,5
L00204,2025-02-08,Bao Tran,South,Email Campaign,CRM-PRO,Education,SMB,Closed Lost,2025-03-01,2025-03-01,14800.0,0,0.0,Price,2
L00205,2025-07-19,Bao Tran,South,customer referral,CRM-CORE,Professional Services,Mid-Market,Closed Won,2025-09-13,2025-09-13,14500.0,0,1.0,,6
L00206,2026-06-28,Minh Do,North,organic search,CRM-PRO,Retail,Enterprise,Qualified,2026-07-27,,83600.0,0,0.2,,2
L00207,2026-08-13,An Nguyen,South,SDR Outreach,CRM-CORE,Financial Services,SMB,New,2026-08-27,,7600.0,0,0.05,,1
L00208,2025-03-20,Tuan Bui,Central,email nurture,BI-PLUS,Financial Services,Mid-Market,Closed Lost,2025-06-04,2025-06-04,44200.0,0,0.0,No Decision,2
L00209,2025-08-22,Quynh Vu,North,Outbound,CS-CLOUD,Professional Services,SMB,Closed Lost,2025-09-27,2025-09-27,12800.0,0,0.0,Budget,4
L00210,2025-09-22,An Nguyen,South,SEO,CRM-PRO,Healthcare,Enterprise,Closed Lost,2025-11-17,2025-11-17,81400.0,0,0.0,No Decision,4
L00211,2026-06-26,Bao Tran,South,organic search,CRM-CORE,Retail,Mid-Market,Closed Lost,2026-08-31,2026-08-31,17500.0,0,0.0,Price,2
L00212,2026-07-01,An Nguyen,South,google cpc,CRM-PRO,Education,SMB,Qualified,2026-08-20,,23700.0,0,0.2,,2
L00213,2026-07-04,Duy Pham,South,Referral,BI-PLUS,Education,Mid-Market,Closed Won,2026-09-01,2026-09-01,30200.0,0.08,1.0,,6
L00214,2025-09-11,Bao Tran,South,Cold Email,REV-OPS,Healthcare,Mid-Market,Closed Lost,2025-10-23,2025-10-23,46500.0,0,0.0,No Decision,5
L00215,2026-03-03,Quynh Vu,North,SEM - Google,MKT-AUTO,Healthcare,Mid-Market,Closed Lost,2026-03-30,2026-03-30,21800.0,0,0.0,Budget,4
L00216,2026-05-25,Tuan Bui,Central,customer referral,REV-OPS,Professional Services,SMB,Closed Won,2026-07-20,2026-07-20,20500.0,0.05,1.0,,6
L00217,2025-08-29,Chi Le,South,Outbound,CRM-PRO,Education,Enterprise,Closed Won,2025-11-09,2025-11-09,78300.0,0,1.0,,6
L00218,2025-05-17,Bao Tran,South,SDR Outreach,CS-CLOUD,Retail,SMB,Closed Lost,2025-06-16,2025-06-16,24300.0,0,0.0,No Decision,2
L00219,2025-07-20,Duy Pham,South,SDR Outreach,MKT-AUTO,Technology,SMB,Negotiation,2026-04-13,,17900.0,0,0.85,,5
L00220,2025-12-27,Bao Tran,South,SEM - Google,CRM-CORE,Financial Services,Mid-Market,Closed Lost,2026-02-04,2026-02-04,11500.0,0,0.0,No Decision,2
L00221,2025-03-18,Tuan Bui,Central,Referral,CRM-CORE,Manufacturing,SMB,Closed Lost,2025-04-19,2025-04-19,5600.0,0,0.0,No Decision,3
L00222,2026-03-22,Minh Do,North,SDR Outreach,CRM-PRO,Financial Services,SMB,Proposal,2026-08-13,,16200.0,0,0.65,,4
L00223,2025-11-13,Quynh Vu,North,SDR Outreach,CRM-CORE,Technology,Enterprise,Negotiation,2026-07-13,,28100.0,0.05,0.85,,5
L00224,2025-12-05,Chi Le,South,Google Ads,CRM-PRO,Retail,SMB,Closed Lost,2026-01-23,2026-01-23,23200.0,0,0.0,No Decision,2
L00225,2025-02-25,Tuan Bui,Central,LinkedIn Ads,BI-PLUS,Education,Mid-Market,Closed Lost,2025-04-10,2025-04-10,48000.0,0,0.0,Competitor,2
L00226,2026-07-06,Bao Tran,South,Referral,BI-PLUS,Manufacturing,SMB,Closed Won,2026-09-01,2026-09-01,17800.0,0.08,1.0,,6
L00227,2025-10-30,Tuan Bui,Central,Outbound,CRM-PRO,Manufacturing,SMB,Closed Lost,2025-12-26,2025-12-26,18400.0,0,0.0,Price,3
L00228,2026-07-07,Ha Vo,North,Outbound,CRM-PRO,Technology,SMB,Qualified,2026-08-02,,13700.0,0,0.2,,2
L00229,2025-08-03,Chi Le,South,newsletter,CRM-CORE,Financial Services,SMB,Closed Lost,2025-09-07,2025-09-07,7000.0,0,0.0,Competitor,5
L00230,2026-07-04,Quynh Vu,North,customer referral,CRM-CORE,Education,Mid-Market,Qualified,2026-08-07,,13000.0,0,0.2,,2
L00231,2025-04-11,Minh Do,North,organic search,CRM-PRO,Manufacturing,Mid-Market,Closed Lost,2025-06-16,2025-06-16,43600.0,0,0.0,Timing,5
L00232,2026-01-11,Minh Do,North,Google Ads,CRM-CORE,Healthcare,SMB,Closed Lost,2026-01-31,2026-01-31,9700.0,0,0.0,Price,4
L00233,2026-02-18,Chi Le,South,Cold Email,CRM-PRO,Financial Services,Mid-Market,Closed Lost,2026-04-13,2026-04-13,25800.0,0,0.0,No Decision,3
L00234,2026-08-27,Chi Le,South,google cpc,CRM-PRO,Professional Services,Mid-Market,New,2026-08-29,,32700.0,0,0.05,,1
L00235,2025-12-23,Duy Pham,South,organic search,CS-CLOUD,Retail,SMB,Negotiation,2026-06-04,,20100.0,0,0.85,,5
L00236,2025-03-11,Minh Do,North,SEO,CRM-PRO,Manufacturing,SMB,Closed Lost,2025-04-22,2025-04-22,16900.0,0,0.0,No Decision,4
L00237,2025-04-03,Duy Pham,South,organic search,CRM-PRO,Manufacturing,SMB,Negotiation,2026-06-23,,20800.0,0,0.85,,5
L00238,2025-12-13,Bao Tran,South,google cpc,REV-OPS,Retail,Enterprise,Negotiation,2026-05-03,,86800.0,0,0.85,,5
L00239,2025-07-30,Ha Vo,North,linkedin,MKT-AUTO,Professional Services,Mid-Market,Closed Lost,2025-10-01,2025-10-01,34200.0,0,0.0,Timing,3
L00240,2025-01-20,Bao Tran,South,google cpc,CRM-CORE,Technology,Mid-Market,Closed Lost,2025-03-20,2025-03-20,10100.0,0,0.0,Timing,2
L00241,2026-06-07,An Nguyen,South,Google Ads,CRM-CORE,Financial Services,SMB,Demo / Meeting,2026-08-19,,7500.0,0,0.4,,3
L00242,2025-07-19,Minh Do,North,email nurture,CRM-CORE,Manufacturing,SMB,Closed Won,2025-08-26,2025-08-26,9400.0,0,1.0,,6
L00243,2025-06-08,Bao Tran,South,email nurture,BI-PLUS,Manufacturing,Enterprise,Closed Lost,2025-06-18,2025-06-18,88500.0,0,0.0,Price,4
L00244,2026-08-14,Ha Vo,North,Google Organic,CRM-CORE,Technology,Mid-Market,Qualified,2026-08-28,,17500.0,0,0.2,,2
L00245,2026-01-07,Duy Pham,South,SEM - Google,CRM-CORE,Technology,Mid-Market,Closed Lost,2026-02-10,2026-02-10,16400.0,0,0.0,Price,4
L00246,2026-08-10,Duy Pham,South,Google Ads,BI-PLUS,Manufacturing,Mid-Market,New,2026-08-24,,33300.0,0,0.05,,1
L00247,2026-03-02,Chi Le,South,SDR Outreach,BI-PLUS,Technology,Enterprise,Closed Lost,2026-04-27,2026-04-27,95300.0,0,0.0,Feature Gap,5
L00248,2025-10-18,Quynh Vu,North,Webinar,BI-PLUS,Retail,SMB,Closed Lost,2025-11-28,2025-11-28,17600.0,0,0.0,Price,5
L00249,2025-02-23,Chi Le,South,SEM - Google,CS-CLOUD,Financial Services,Mid-Market,Negotiation,2026-04-09,,35000.0,0.03,0.85,,5
L00250,2026-08-31,Duy Pham,South,Outbound,BI-PLUS,Manufacturing,SMB,New,2026-09-01,,14700.0,0.05,0.05,,1
L00251,2025-07-29,Bao Tran,South,Conference Scan,REV-OPS,Manufacturing,Mid-Market,Closed Lost,2025-10-06,2025-10-06,59800.0,0,0.0,Price,3
L00252,2026-08-10,Tuan Bui,Central,SDR Outreach,CRM-PRO,Manufacturing,SMB,New,2026-08-17,,19800.0,0.05,0.05,,1
L00253,2025-12-07,Chi Le,South,organic search,CS-CLOUD,Technology,SMB,Negotiation,2026-06-27,,18300.0,0,0.85,,5
L00254,2025-11-30,Bao Tran,South,Webinar,MKT-AUTO,Financial Services,Mid-Market,Closed Won,2025-12-29,2025-12-29,25100.0,0.08,1.0,,6
L00255,2026-04-18,Duy Pham,South,google cpc,CRM-PRO,Professional Services,SMB,Closed Lost,2026-07-04,2026-07-04,12200.0,0,0.0,Timing,5
L00256,2026-01-13,Tuan Bui,Central,LinkedIn Ads,CS-CLOUD,Healthcare,Mid-Market,Negotiation,2026-06-08,,33300.0,0.03,0.85,,5
L00257,2025-02-08,An Nguyen,South,Email Campaign,CRM-CORE,Manufacturing,SMB,Closed Lost,2025-03-11,2025-03-11,4600.0,0,0.0,Feature Gap,3
L00258,2026-08-14,Ha Vo,North,newsletter,CS-CLOUD,Manufacturing,Mid-Market,New,2026-08-27,,34000.0,0.03,0.05,,1
L00259,2025-10-16,Bao Tran,South,Cold Email,CRM-PRO,Financial Services,Mid-Market,Closed Won,2025-12-02,2025-12-02,25700.0,0,1.0,,6
L00260,2025-11-25,Tuan Bui,Central,LinkedIn Ads,CRM-CORE,Manufacturing,Mid-Market,Closed Lost,2026-01-18,2026-01-18,15400.0,0,0.0,Budget,2
L00261,2025-02-08,An Nguyen,South,Google Ads,CS-CLOUD,Technology,SMB,Closed Lost,2025-04-16,2025-04-16,23500.0,0,0.0,Competitor,5
L00262,2026-04-04,Duy Pham,South,SEM - Google,BI-PLUS,Education,SMB,Closed Won,2026-05-07,2026-05-07,15200.0,0.1,1.0,,6
L00263,2026-07-07,Chi Le,South,Partner Referral,CRM-CORE,Healthcare,Mid-Market,Demo / Meeting,2026-08-21,,14300.0,0.05,0.4,,3
L00264,2025-09-05,Ha Vo,North,newsletter,MKT-AUTO,Professional Services,Mid-Market,Closed Lost,2025-10-25,2025-10-25,29600.0,0,0.0,Price,5
L00265,2025-06-25,Duy Pham,South,SEM - Google,CS-CLOUD,Education,SMB,Closed Lost,2025-08-19,2025-08-19,25200.0,0,0.0,Timing,5
L00266,2025-02-13,Chi Le,South,Webinar,BI-PLUS,Retail,Mid-Market,Closed Lost,2025-03-21,2025-03-21,42300.0,0,0.0,Competitor,4
L00267,2025-06-03,Ha Vo,North,SEO,CRM-CORE,Manufacturing,SMB,Closed Lost,2025-07-21,2025-07-21,6300.0,0,0.0,Competitor,4
L00268,2026-05-03,Quynh Vu,North,google cpc,MKT-AUTO,Education,SMB,Closed Lost,2026-06-18,2026-06-18,18700.0,0,0.0,Budget,2
L00269,2026-03-09,An Nguyen,South,SEO,MKT-AUTO,Retail,Enterprise,Closed Lost,2026-04-11,2026-04-11,59900.0,0,0.0,Feature Gap,2
L00270,2026-03-14,Tuan Bui,Central,Referral,BI-PLUS,Manufacturing,Enterprise,Closed Lost,2026-04-11,2026-04-11,102500.0,0,0.0,No Decision,5
L00271,2026-08-03,Tuan Bui,Central,Referral,CRM-CORE,Technology,SMB,Qualified,2026-08-28,,9600.0,0,0.2,,2
L00272,2025-07-05,Duy Pham,South,Email Campaign,CRM-PRO,Financial Services,Enterprise,Closed Won,2025-10-11,2025-10-11,88300.0,0.05,1.0,,6
L00273,2025-05-30,Chi Le,South,customer referral,BI-PLUS,Technology,Enterprise,Closed Lost,2025-06-23,2025-06-23,71000.0,0,0.0,Feature Gap,2
L00274,2025-02-22,Quynh Vu,North,Referral,MKT-AUTO,Education,Mid-Market,Closed Lost,2025-04-05,2025-04-05,28600.0,0,0.0,Timing,2
L00275,2025-12-11,Duy Pham,South,customer referral,BI-PLUS,Professional Services,Mid-Market,Negotiation,2026-06-10,,33800.0,0.05,0.85,,5
L00276,2025-10-19,An Nguyen,South,Outbound,BI-PLUS,Professional Services,SMB,Closed Lost,2025-12-12,2025-12-12,26700.0,0,0.0,Feature Gap,4
L00277,2025-12-30,Bao Tran,South,LI Ads,CRM-PRO,Technology,Enterprise,Closed Lost,2026-03-09,2026-03-09,70700.0,0,0.0,Competitor,4
L00278,2025-04-23,Quynh Vu,North,Google Organic,CS-CLOUD,Technology,SMB,Negotiation,2025-11-23,,19300.0,0.03,0.85,,5
L00279,2025-09-16,Tuan Bui,Central,LinkedIn Ads,BI-PLUS,Professional Services,Mid-Market,Closed Lost,2025-10-26,2025-10-26,53300.0,0,0.0,No Decision,5
L00280,2026-04-09,Bao Tran,South,email nurture,REV-OPS,Manufacturing,SMB,Closed Lost,2026-05-12,2026-05-12,30400.0,0,0.0,Feature Gap,4
L00281,2026-01-07,An Nguyen,South,Google Ads,CRM-CORE,Education,SMB,Closed Lost,2026-03-24,2026-03-24,7100.0,0,0.0,Price,3
L00282,2026-05-06,Chi Le,South,Email Campaign,CRM-CORE,Financial Services,Enterprise,Closed Lost,2026-06-11,2026-06-11,35600.0,0,0.0,Price,2
L00283,2026-06-11,Duy Pham,South,LI Ads,REV-OPS,Technology,Mid-Market,Demo / Meeting,2026-07-22,,76000.0,0.03,0.4,,3
L00284,2025-10-31,An Nguyen,South,SEO,CRM-PRO,Education,SMB,Closed Lost,2025-11-25,2025-11-25,17500.0,0,0.0,Timing,3
L00285,2026-02-21,Quynh Vu,North,SEM - Google,CRM-PRO,Manufacturing,SMB,Negotiation,2026-05-11,,20900.0,0,0.85,,5
L00286,2026-08-07,Bao Tran,South,Cold Email,REV-OPS,Healthcare,SMB,Closed Lost,2026-09-01,2026-09-01,39300.0,0,0.0,Budget,3
L00287,2025-10-19,An Nguyen,South,LI Ads,REV-OPS,Retail,Mid-Market,Closed Lost,2025-12-07,2025-12-07,76200.0,0,0.0,No Decision,5
L00288,2026-07-01,Ha Vo,North,organic search,BI-PLUS,Financial Services,Enterprise,Demo / Meeting,2026-08-16,,65300.0,0,0.4,,3
L00289,2026-07-13,Chi Le,South,Email Campaign,CRM-PRO,Professional Services,Enterprise,Closed Won,2026-08-26,2026-08-26,64900.0,0.03,1.0,,6
L00290,2025-09-25,Quynh Vu,North,newsletter,CS-CLOUD,Retail,Mid-Market,Closed Won,2025-11-25,2025-11-25,34400.0,0.1,1.0,,6
L00291,2026-01-29,An Nguyen,South,LinkedIn Ads,BI-PLUS,Healthcare,Mid-Market,Closed Won,2026-03-23,2026-03-23,30100.0,0.1,1.0,,6
L00292,2025-08-13,Bao Tran,South,Outbound,CRM-CORE,Retail,SMB,Closed Lost,2025-09-19,2025-09-19,4700.0,0,0.0,Budget,5
L00293,2026-05-26,Chi Le,South,Outbound,BI-PLUS,Technology,Mid-Market,Closed Won,2026-08-20,2026-08-20,51000.0,0.1,1.0,,6
L00294,2026-05-21,An Nguyen,South,Google Ads,CS-CLOUD,Technology,SMB,Closed Lost,2026-07-09,2026-07-09,20500.0,0,0.0,Competitor,3
L00295,2026-05-07,Quynh Vu,North,newsletter,CRM-CORE,Healthcare,Mid-Market,Closed Lost,2026-06-29,2026-06-29,8900.0,0,0.0,Budget,2
L00296,2026-04-26,Minh Do,North,SEM - Google,REV-OPS,Education,SMB,Proposal,2026-06-23,,44700.0,0.05,0.65,,4
L00297,2026-01-08,An Nguyen,South,LI Ads,CRM-CORE,Education,Mid-Market,Closed Lost,2026-02-09,2026-02-09,11100.0,0,0.0,Budget,4
L00298,2025-08-10,Chi Le,South,Google Organic,CRM-CORE,Education,SMB,Closed Won,2025-09-22,2025-09-22,8100.0,0.1,1.0,,6
L00299,2025-07-02,An Nguyen,South,LI Ads,MKT-AUTO,Technology,SMB,Negotiation,2026-06-15,,9700.0,0.05,0.85,,5
L00300,2025-07-26,Chi Le,South,organic search,CRM-PRO,Retail,Enterprise,Closed Lost,2025-09-16,2025-09-16,90300.0,0,0.0,Timing,4
L00301,2026-08-22,Chi Le,South,Email Campaign,CS-CLOUD,Manufacturing,SMB,New,2026-08-28,,15900.0,0,0.05,,1
L00302,2025-05-30,Minh Do,North,LI Ads,CRM-CORE,Healthcare,SMB,Negotiation,2026-06-27,,10000.0,0.03,0.85,,5
L00303,2025-11-26,Minh Do,North,Partner Referral,CRM-PRO,Technology,SMB,Negotiation,2026-03-25,,16000.0,0,0.85,,5
L00304,2025-02-03,Duy Pham,South,Google Ads,CRM-CORE,Manufacturing,Mid-Market,Closed Lost,2025-03-03,2025-03-03,9100.0,0,0.0,No Decision,4
L00305,2026-05-01,Quynh Vu,North,LinkedIn Ads,BI-PLUS,Retail,SMB,Closed Lost,2026-06-12,2026-06-12,28800.0,0,0.0,No Decision,5
L00306,2026-04-28,Tuan Bui,Central,SEO,CRM-CORE,Technology,Mid-Market,Closed Lost,2026-07-19,2026-07-19,14500.0,0,0.0,No Decision,3
L00307,2026-01-24,An Nguyen,South,Unknown Event,REV-OPS,Professional Services,Enterprise,Negotiation,2026-04-14,,160000,0.03,0.85,,5
L00308,2026-02-11,Minh Do,North,organic search,MKT-AUTO,Education,Mid-Market,Closed Lost,2026-03-19,2026-03-19,27500.0,0,0.0,No Decision,2
L00309,2026-05-18,Chi Le,South,SDR Outreach,CS-CLOUD,Manufacturing,Enterprise,Proposal,2026-08-05,,90000.0,0.05,0.65,,4
L00310,2025-08-30,Quynh Vu,North,Google Organic,CRM-PRO,Professional Services,SMB,Negotiation,2026-01-16,,24200.0,0,0.85,,5
L00311,2026-03-28,Bao Tran,South,organic search,CRM-CORE,Healthcare,Mid-Market,Closed Lost,2026-05-12,2026-05-12,15900.0,0,0.0,Competitor,2
L00312,2025-01-04,Minh Do,North,Webinar,CRM-CORE,Financial Services,Mid-Market,Closed Lost,2025-02-04,2025-02-04,17400.0,0,0.0,Feature Gap,3
L00313,2025-04-08,Minh Do,North,google cpc,CS-CLOUD,Technology,SMB,Closed Lost,2025-05-10,2025-05-10,14700.0,0,0.0,No Decision,3
L00314,2025-08-17,Bao Tran,South,email nurture,BI-PLUS,Professional Services,SMB,Closed Lost,2025-09-22,2025-09-22,19000.0,0,0.0,Timing,3
L00315,2025-07-09,An Nguyen,South,Email Campaign,MKT-AUTO,Professional Services,SMB,Closed Won,2025-08-31,2025-08-31,9700.0,0.12,1.0,,6
L00316,2025-10-14,Tuan Bui,Central,customer referral,CRM-PRO,Education,SMB,Closed Won,2025-11-01,2025-11-01,21100.0,0.08,1.0,,6
L00317,2025-07-15,An Nguyen,South,organic search,BI-PLUS,Education,SMB,Closed Lost,2025-07-28,2025-07-28,19900.0,0,0.0,Timing,5
L00318,2025-09-15,Minh Do,North,organic search,CRM-CORE,Technology,SMB,Closed Lost,2025-10-21,2025-10-21,10200.0,0,0.0,No Decision,3
L00319,2025-09-04,Quynh Vu,North,SEO,MKT-AUTO,Technology,Enterprise,Closed Lost,2025-10-31,2025-10-31,66100.0,0,0.0,No Decision,5
L00320,2026-07-25,Chi Le,South,google cpc,BI-PLUS,Education,SMB,New,2026-08-17,,28700.0,0.03,0.05,,1
L00321,2026-02-27,Chi Le,South,Unknown Event,CRM-CORE,Healthcare,Enterprise,Closed Won,2026-05-02,2026-05-02,30500.0,0.05,1.0,,6
L00322,2026-02-11,Ha Vo,North,SEO,CS-CLOUD,Technology,SMB,Closed Won,2026-05-09,2026-05-09,24700.0,0.08,1.0,,6
L00323,2026-05-08,Chi Le,South,Partner Referral,CS-CLOUD,Education,Enterprise,Closed Lost,2026-06-02,2026-06-02,44500.0,0,0.0,Price,4
L00324,2025-05-28,An Nguyen,South,Webinar,REV-OPS,Professional Services,SMB,Closed Lost,2025-07-07,2025-07-07,47400.0,0,0.0,No Decision,4
L00325,2026-04-22,Bao Tran,South,SEO,CRM-CORE,Professional Services,SMB,Closed Lost,2026-06-07,2026-06-07,9100.0,0,0.0,Competitor,5
L00326,2025-05-04,Bao Tran,South,Email Campaign,BI-PLUS,Professional Services,Enterprise,Negotiation,2026-04-19,,90500.0,0,0.85,,5
L00327,2026-02-24,Bao Tran,South,virtual event,MKT-AUTO,Professional Services,SMB,Negotiation,2026-05-28,,14000.0,0.03,0.85,,5
L00328,2025-01-16,Chi Le,South,Google Organic,BI-PLUS,Education,Mid-Market,Closed Lost,2025-03-09,2025-03-09,52300.0,0,0.0,Budget,4
L00329,2026-02-08,Tuan Bui,Central,SDR Outreach,MKT-AUTO,Healthcare,Enterprise,Closed Lost,2026-03-27,2026-03-27,67100.0,0,0.0,No Decision,4
L00330,2025-10-29,Bao Tran,South,Google Ads,CS-CLOUD,Education,SMB,Closed Won,2026-01-27,2026-01-27,18800.0,0.03,1.0,,6
L00331,2025-11-12,Ha Vo,North,newsletter,BI-PLUS,Technology,Mid-Market,Closed Lost,2025-12-20,2025-12-20,32800.0,0,0.0,Competitor,4
L00332,2025-01-23,Quynh Vu,North,newsletter,BI-PLUS,Retail,Mid-Market,Closed Won,2025-04-12,2025-04-12,23600.0,0.12,1.0,,6
L00333,2025-04-06,Quynh Vu,North,LinkedIn Ads,CRM-CORE,Technology,Mid-Market,Closed Lost,2025-05-14,2025-05-14,18200.0,0,0.0,Competitor,5
L00334,2025-08-20,Quynh Vu,North,Referral,MKT-AUTO,Manufacturing,SMB,Negotiation,2026-05-14,,15100.0,0.05,0.85,,5
L00335,2025-08-10,Minh Do,North,newsletter,MKT-AUTO,Financial Services,Mid-Market,Negotiation,2026-04-07,,20600.0,0.05,0.85,,5
L00336,2025-02-08,Bao Tran,South,SEM - Google,REV-OPS,Education,SMB,Closed Lost,2025-03-17,2025-03-17,23600.0,0,0.0,Competitor,5
L00337,2026-08-13,An Nguyen,South,organic search,MKT-AUTO,Technology,SMB,Qualified,2026-08-21,,14700.0,0,0.2,,2
L00338,2026-07-08,Ha Vo,North,SEM - Google,MKT-AUTO,Technology,SMB,Closed Lost,2026-08-16,2026-08-16,20200.0,0,0.0,Timing,5
L00339,2025-11-09,Chi Le,South,SDR Outreach,REV-OPS,Technology,SMB,Closed Won,2026-01-24,2026-01-24,22600.0,0.03,1.0,,6
L00340,2025-03-09,Bao Tran,South,LinkedIn Ads,CRM-CORE,Manufacturing,Mid-Market,Closed Lost,2025-05-09,2025-05-09,8100.0,0,0.0,No Decision,3
L00341,2025-11-29,Ha Vo,North,Webinar,CRM-CORE,Healthcare,SMB,Closed Lost,2026-02-14,2026-02-14,7500.0,0,0.0,Price,2
L00342,2026-03-26,Minh Do,North,Referral,CRM-PRO,Education,SMB,Closed Lost,2026-04-04,2026-04-04,24500.0,0,0.0,Price,2
L00343,2025-02-28,Bao Tran,South,linkedin,CRM-CORE,Healthcare,Enterprise,Closed Lost,2025-03-23,2025-03-23,23400.0,0,0.0,Price,5
L00344,2026-06-30,Tuan Bui,Central,virtual event,CRM-CORE,Technology,Mid-Market,Qualified,2026-08-17,,10600.0,0.05,0.2,,2
L00345,2025-04-29,An Nguyen,South,Cold Email,MKT-AUTO,Education,Mid-Market,Closed Won,2025-08-04,2025-08-04,26800.0,0,1.0,,6
L00346,2025-06-01,Ha Vo,North,SEM - Google,CS-CLOUD,Education,Enterprise,Closed Lost,2025-07-14,2025-07-14,47800.0,0,0.0,Feature Gap,5
