learner_id,age,prior_score,prior_courses,weekly_hours,videos_watched,assignments_done,quiz_avg,forum_posts,logins_per_week,support_tickets,days_since_signup,signup_hour,plan,device,region,email_verified,completed
L11115,42,67.5,0,5.39,28,2,43.9,0,3.1,1,19,2,premium,desktop,North,yes,yes
L11116,25,43.0,1,2.84,24,9,82.7,3,3.8,1,118,15,free,desktop,North,yes,yes
L11117,27,50.7,0,2.76,17,5,38.4,3,3.7,1,98,22,free,desktop,North,yes,no
L11118,22,72.5,5,3.78,25,2,67.2,2,5.9,2,57,23,free,mobile,West,yes,no
L11119,55,36.0,5,2.83,22,5,70.8,2,0.0,1,88,9,basic,mobile,North,yes,no
L11120,30,72.5,3,3.77,20,3,55.4,4,5.4,2,15,20,basic,desktop,East,yes,no
L11121,33,72.9,4,3.1,22,6,73.9,1,7.7,1,74,11,free,mobile,East,no,yes
L11122,39,66.0,4,9.4,14,2,63.1,1,2.4,1,25,0,free,mobile,West,yes,no
L11123,30,51.7,1,6.44,15,8,55.2,3,4.9,0,45,17,free,desktop,West,yes,yes
L11124,52,67.5,0,6.0,21,7,59.1,3,6.3,0,21,21,free,desktop,South,no,no
L11125,53,38.7,2,5.63,21,2,74.1,3,2.7,0,95,0,free,mobile,East,yes,no
L11126,50,50.0,3,3.15,21,2,71.2,4,5.7,0,79,1,basic,mobile,North,yes,no
L11127,30,41.6,4,3.5,21,8,32.1,4,5.5,2,103,8,premium,desktop,North,yes,yes
L11128,42,70.5,2,3.32,24,0,56.4,4,4.9,0,96,21,free,mobile,West,yes,no
L11129,58,50.5,0,1.09,16,8,67.6,2,3.5,2,61,3,free,desktop,South,no,no
L11130,19,67.9,2,3.8,13,3,26.1,2,4.1,0,100,22,free,tablet,North,yes,no
L11131,33,29.5,3,4.63,16,8,50.4,5,1.3,2,85,19,premium,tablet,East,yes,no
L11132,28,68.0,2,2.24,17,4,57.7,4,5.5,1,23,15,basic,mobile,West,yes,no
L11133,31,60.1,1,14.06,17,4,54.5,1,1.7,1,19,10,basic,desktop,South,yes,yes
L11134,51,94.9,5,2.55,18,8,43.9,3,0.7,0,14,19,free,tablet,East,no,no
L11135,59,57.2,0,3.35,22,5,71.8,4,3.2,0,57,20,basic,desktop,East,yes,no
L11136,37,82.2,2,2.01,17,7,56.8,3,6.6,1,1,16,basic,mobile,North,yes,yes
L11137,55,53.3,2,2.99,18,2,30.0,4,3.0,0,78,6,free,desktop,North,no,no
L11138,47,67.6,1,4.66,17,2,70.3,1,4.9,0,104,8,free,desktop,West,yes,no
L11139,32,74.8,1,6.61,21,0,76.2,1,1.9,0,52,0,free,mobile,North,yes,yes
L11140,49,39.9,5,0.95,25,4,47.3,3,5.9,3,1,7,basic,desktop,West,yes,no
L11141,50,71.1,3,4.9,23,0,52.0,1,7.8,1,37,1,free,mobile,South,yes,no
L11142,56,50.4,1,3.77,11,9,53.5,4,5.1,1,79,12,free,desktop,North,yes,no
L11143,38,51.9,3,1.71,13,2,59.6,2,5.5,1,103,16,premium,mobile,West,no,yes
L11144,56,89.9,2,5.19,16,10,65.6,6,1.9,1,115,12,premium,mobile,North,yes,yes
L11145,54,63.2,0,3.03,23,9,52.0,4,5.6,3,85,6,basic,desktop,East,yes,yes
L11146,31,72.5,5,4.78,18,3,78.7,3,0.5,0,7,20,premium,desktop,North,yes,yes
L11147,22,52.8,2,0.87,19,7,79.9,6,4.4,0,94,20,basic,tablet,East,yes,no
L11148,27,56.1,2,1.91,13,5,57.5,2,3.1,1,60,8,free,desktop,West,yes,no
L11149,20,60.3,4,1.99,9,2,36.1,7,5.1,0,107,20,free,mobile,North,no,no
L11150,31,68.0,5,4.22,14,2,63.1,4,6.6,1,30,4,premium,desktop,East,no,yes
L11151,25,100.0,2,1.35,24,3,54.8,4,7.1,1,116,11,free,tablet,North,yes,no
L11152,38,58.9,5,0.75,16,0,,6,4.2,0,108,12,basic,desktop,East,yes,no
L11153,41,45.3,1,4.48,20,7,55.5,4,5.1,2,117,4,basic,mobile,East,yes,yes
L11154,43,61.0,0,1.63,20,2,56.5,4,2.3,2,75,3,free,mobile,North,yes,no
L11155,39,72.3,2,13.38,16,7,66.9,1,3.6,0,111,16,basic,desktop,East,no,yes
L11156,21,59.8,0,14.84,12,10,65.9,3,2.4,1,15,10,basic,desktop,East,yes,yes
L11157,21,52.3,1,2.94,24,2,53.6,7,7.7,0,95,11,free,mobile,West,yes,no
L11158,28,68.6,0,2.7,19,5,41.7,5,4.7,1,111,13,premium,desktop,South,yes,yes
L11159,19,31.4,1,8.12,16,6,78.6,2,0.0,0,46,4,basic,tablet,East,yes,yes
L11160,39,52.8,1,3.42,15,3,88.9,6,4.7,2,34,2,premium,desktop,South,yes,no
L11161,33,89.1,4,1.47,18,3,54.3,4,5.3,1,44,14,basic,mobile,West,no,no
L11162,27,72.6,3,1.81,22,9,87.1,1,3.4,0,24,16,premium,mobile,North,yes,yes
L11163,44,57.3,0,1.92,17,7,34.0,5,2.7,0,68,17,basic,desktop,West,yes,no
L11164,50,46.7,5,3.33,23,0,54.1,3,4.0,0,90,1,basic,desktop,East,yes,no
L11165,17,25.7,0,2.24,14,5,39.3,3,,0,57,5,basic,tablet,South,yes,no
L11166,53,69.2,5,11.88,10,1,84.5,1,4.5,1,54,14,premium,mobile,West,yes,yes
L11167,47,62.6,3,15.78,16,4,66.3,6,2.1,2,38,8,free,mobile,South,yes,yes
L11168,41,44.0,5,8.02,16,8,68.4,9,7.1,0,106,20,premium,desktop,East,yes,yes
L11169,17,73.0,1,5.72,17,1,54.1,4,5.4,0,28,15,basic,mobile,South,yes,yes
L11170,37,66.4,5,5.14,27,5,80.6,6,2.5,2,54,14,basic,tablet,West,yes,yes
L11171,58,56.5,3,3.16,13,10,41.6,3,3.0,0,60,8,free,mobile,West,yes,no
L11172,45,59.8,2,4.56,19,4,60.5,4,3.3,2,60,3,basic,desktop,South,yes,no
L11173,41,66.4,4,8.49,17,10,12.3,4,3.2,1,69,3,free,mobile,West,no,yes
L11174,26,50.7,3,0.34,19,9,30.9,6,4.9,1,113,8,basic,desktop,East,yes,yes
L11175,34,59.8,5,2.87,16,0,81.9,4,2.4,0,47,3,free,desktop,North,no,no
L11176,17,87.0,2,7.03,21,2,73.2,5,1.8,0,87,0,free,desktop,West,yes,no
L11177,37,77.4,3,1.76,15,0,31.4,4,3.5,0,99,1,free,tablet,South,yes,no
L11178,48,52.2,0,3.72,11,3,61.5,3,4.3,0,110,15,premium,desktop,West,yes,yes
L11179,22,43.2,4,5.22,19,2,71.3,4,1.1,0,40,19,premium,mobile,South,yes,no
L11180,43,75.1,4,4.17,13,3,75.1,2,4.4,1,89,13,basic,mobile,East,yes,no
L11181,21,52.5,4,1.9,26,3,72.0,5,1.7,2,119,20,free,desktop,South,yes,no
L11182,32,34.9,3,3.35,20,2,57.1,4,5.0,1,60,12,basic,mobile,East,yes,no
L11183,43,57.5,1,9.63,17,7,59.5,1,3.7,1,105,22,basic,mobile,North,yes,yes
L11184,37,53.8,2,0.42,19,7,69.5,4,5.4,0,69,5,basic,tablet,South,yes,yes
L11185,43,73.0,4,4.96,24,9,60.4,3,2.8,0,71,11,free,desktop,North,yes,yes
L11186,45,67.9,1,1.48,14,4,52.2,1,7.2,1,85,23,basic,desktop,North,yes,no
L11187,58,68.4,5,7.0,21,9,49.6,4,2.3,1,91,22,premium,desktop,West,yes,yes
L11188,48,81.5,3,7.93,16,3,23.5,5,6.5,1,17,19,basic,mobile,West,yes,no
L11189,47,58.4,4,2.62,20,3,92.7,3,3.9,0,26,13,free,mobile,South,yes,yes
L11190,35,67.1,0,2.73,20,9,37.9,5,5.0,0,102,5,free,mobile,West,yes,yes
L11191,42,85.2,4,2.64,13,6,80.4,2,4.5,1,11,2,free,mobile,East,yes,no
L11192,34,67.3,0,4.84,25,5,62.1,2,2.0,0,52,18,free,mobile,West,yes,no
L11193,58,76.7,3,3.3,20,3,6.3,2,0.0,0,85,16,free,desktop,East,no,no
L11194,47,34.3,2,2.81,13,9,43.1,2,2.6,2,34,8,free,desktop,West,yes,no
L11195,58,79.5,2,7.52,15,8,49.2,1,5.4,3,22,22,premium,desktop,East,yes,yes
L11196,51,61.2,4,5.25,13,3,20.9,2,2.7,2,97,1,premium,desktop,West,yes,no
L11197,33,67.3,3,4.97,20,10,37.0,2,2.9,1,59,14,basic,desktop,South,yes,no
L11198,44,58.6,5,8.82,15,8,56.4,6,5.1,1,111,18,free,desktop,East,yes,yes
L11199,38,85.2,5,1.78,19,4,55.2,3,3.2,0,23,4,free,desktop,West,yes,no
L11200,28,52.9,4,1.65,22,4,53.6,2,7.3,0,110,18,basic,desktop,West,yes,yes
L11201,55,69.6,2,7.3,11,5,39.3,3,2.8,1,100,0,basic,desktop,East,yes,no
L11202,25,55.8,4,3.14,25,1,54.7,5,3.8,1,88,17,basic,mobile,North,yes,no
L11203,54,46.1,1,8.98,22,7,58.2,4,5.9,0,3,20,basic,mobile,East,yes,yes
L11204,38,29.6,2,1.17,18,4,70.1,1,3.5,1,13,5,free,desktop,West,no,no
L11205,52,28.6,0,6.48,18,5,40.4,3,3.3,1,59,8,premium,mobile,South,no,yes
L11206,50,75.6,4,3.6,19,2,41.1,2,1.2,0,40,17,free,mobile,South,yes,no
L11207,36,60.8,2,4.7,17,5,82.6,2,6.5,0,110,9,free,tablet,North,no,yes
L11208,34,77.2,4,2.43,20,9,100.0,2,1.9,2,14,18,free,desktop,South,yes,yes
L11209,25,76.1,0,2.56,13,10,92.5,5,3.7,0,119,9,free,mobile,North,no,yes
L11210,46,60.4,4,1.24,15,9,45.6,5,4.4,0,38,4,free,desktop,West,no,no
L11211,44,73.0,5,1.34,23,1,87.0,3,3.5,0,95,3,premium,mobile,North,no,no
L11212,23,72.6,3,2.67,23,10,81.7,1,2.0,0,115,6,basic,mobile,East,yes,yes
L11213,17,71.4,2,4.03,19,0,37.1,5,5.4,2,39,14,basic,mobile,North,yes,no
L11214,32,44.5,3,4.36,17,0,69.1,1,2.9,0,111,9,basic,desktop,North,yes,no
L11215,36,100.0,5,1.64,21,6,61.2,4,7.6,4,52,10,basic,desktop,West,yes,yes
L11216,55,72.4,5,3.54,12,7,49.0,4,5.0,0,60,16,basic,mobile,East,yes,yes
L11217,40,57.8,5,3.18,18,9,57.9,4,3.8,0,95,18,premium,desktop,South,yes,yes
L11218,48,47.0,2,7.25,15,7,19.6,2,1.6,0,56,8,free,tablet,East,yes,yes
L11219,26,68.7,0,3.37,16,3,28.6,1,5.0,1,16,18,basic,mobile,North,no,no
L11220,37,60.9,4,2.88,13,0,64.3,7,2.2,1,80,15,free,mobile,East,yes,no
L11221,41,39.9,2,8.39,14,6,30.7,0,4.4,1,119,10,premium,mobile,North,no,no
L11222,31,69.4,4,0.36,26,2,56.0,2,3.0,0,68,5,free,desktop,North,no,no
L11223,26,43.4,2,13.23,16,1,72.1,4,3.3,0,22,1,basic,mobile,East,yes,no
L11224,27,98.4,1,0.36,16,7,91.4,2,3.2,2,34,1,premium,desktop,West,yes,yes
L11225,37,72.1,4,1.79,16,9,54.7,4,3.6,0,60,23,free,mobile,West,yes,yes
L11226,27,67.5,2,9.79,25,9,45.6,8,4.1,1,117,6,basic,mobile,North,yes,yes
L11227,26,67.6,5,3.23,23,2,21.3,2,4.2,2,108,2,basic,desktop,West,no,no
L11228,48,59.6,4,3.18,15,6,55.6,4,4.8,1,43,2,premium,desktop,West,yes,no
L11229,47,44.2,4,7.84,15,9,57.6,1,6.1,0,56,9,free,desktop,West,no,yes
L11230,22,51.4,4,2.62,15,6,84.3,4,6.3,0,48,8,free,mobile,South,yes,yes
L11231,28,78.6,4,5.84,23,0,53.8,2,3.8,0,101,14,basic,desktop,East,yes,no
L11232,45,35.4,5,9.32,21,2,51.6,3,3.7,0,85,16,free,desktop,South,yes,no
L11233,58,92.5,0,13.75,23,9,41.4,7,5.9,1,66,19,free,mobile,North,yes,yes
L11234,26,62.0,3,3.38,15,9,74.2,4,4.2,1,58,18,free,mobile,South,yes,yes
L11235,54,48.2,0,6.49,12,3,53.7,7,2.7,1,54,2,free,desktop,North,yes,no
L11236,22,80.7,1,2.29,11,0,43.5,1,6.4,2,28,5,basic,mobile,East,yes,no
L11237,21,41.6,2,2.75,18,4,30.3,4,5.6,0,24,6,free,desktop,North,yes,no
L11238,30,80.3,1,8.17,15,10,66.2,6,4.3,2,67,22,free,desktop,East,yes,yes
L11239,25,50.3,3,1.18,20,10,56.1,4,4.3,1,118,1,premium,mobile,North,yes,yes
L11240,35,51.7,0,1.58,26,1,70.1,3,6.0,1,56,21,premium,desktop,East,yes,no
L11241,40,78.4,0,2.9,17,5,56.5,3,0.3,1,95,5,basic,desktop,East,yes,yes
L11242,24,70.4,5,6.55,23,0,57.8,3,5.1,3,78,12,basic,desktop,North,yes,no
L11243,36,46.9,4,3.49,13,6,,3,4.6,0,39,17,free,mobile,South,no,no
L11244,41,49.5,4,5.27,20,10,59.4,2,2.9,1,13,21,free,mobile,South,yes,yes
L11245,46,72.4,2,3.04,11,7,33.4,2,7.3,2,53,5,basic,desktop,North,yes,no
L11246,48,44.7,3,5.5,22,4,58.2,1,8.9,0,71,2,premium,tablet,East,yes,yes
L11247,27,55.1,4,9.33,13,9,80.7,4,3.4,1,51,8,free,desktop,North,yes,yes
L11248,38,64.6,4,3.56,18,6,58.9,4,6.8,0,78,19,basic,mobile,South,no,yes
L11249,28,74.4,4,1.31,26,6,61.4,0,0.9,0,84,16,basic,desktop,South,yes,yes
L11250,44,57.4,0,6.76,17,4,43.6,1,8.8,1,45,8,premium,desktop,South,yes,no
L11251,52,69.8,3,1.09,15,10,55.9,3,3.2,0,57,19,premium,mobile,East,yes,yes
L11252,46,55.2,4,2.95,19,9,59.0,2,4.0,1,55,17,free,mobile,North,yes,no
L11253,23,66.5,5,2.41,16,0,39.0,3,0.7,2,29,0,basic,mobile,West,yes,no
L11254,40,77.1,3,3.84,23,7,72.1,5,4.6,2,5,0,free,desktop,East,yes,no
L11255,54,80.3,3,7.51,23,8,36.4,2,5.3,0,100,16,basic,desktop,East,yes,yes
L11256,27,63.1,3,2.25,17,2,57.4,5,3.7,1,57,7,free,desktop,East,yes,no
L11257,57,73.4,3,1.33,25,3,56.8,0,2.5,3,92,17,free,mobile,East,no,no
L11258,29,52.6,2,5.81,20,8,76.5,4,4.4,0,53,22,free,desktop,West,yes,no
L11259,21,61.6,4,0.29,24,4,59.6,3,3.0,1,4,2,premium,desktop,North,yes,no
L11260,18,59.4,3,0.5,23,2,25.7,2,5.7,2,54,5,free,desktop,East,yes,no
L11261,52,57.9,2,2.02,22,9,40.4,1,0.7,2,20,13,premium,mobile,South,yes,yes
L11262,26,64.6,4,1.73,22,4,58.5,2,4.7,3,90,4,premium,tablet,West,yes,yes
L11263,49,33.3,2,5.02,20,10,75.9,4,5.1,1,58,9,free,desktop,South,yes,no
L11264,59,63.9,5,8.03,20,1,43.6,4,3.5,1,104,23,free,mobile,South,yes,yes
L11265,20,72.6,2,0.86,24,7,76.2,3,5.1,1,106,12,free,desktop,North,yes,yes
L11266,53,56.8,5,6.55,18,4,42.3,5,4.0,1,86,11,free,desktop,North,yes,yes
L11267,57,55.4,5,1.81,22,3,53.6,3,4.0,1,36,8,basic,mobile,South,no,no
L11268,52,87.8,4,2.82,15,9,64.6,1,7.1,1,90,0,premium,desktop,West,yes,yes
L11269,46,50.9,1,0.37,16,7,40.3,4,4.4,0,11,18,premium,desktop,North,yes,no
L11270,21,52.1,1,7.07,29,4,31.3,3,4.4,1,21,5,free,mobile,South,yes,no
L11271,28,64.4,5,0.85,19,9,47.5,5,1.9,0,28,1,basic,mobile,East,no,yes
L11272,55,90.0,1,5.88,19,9,53.1,3,6.0,2,95,7,free,desktop,East,yes,no
L11273,17,77.1,1,1.6,25,1,23.8,4,3.6,1,39,1,free,mobile,West,yes,no
L11274,52,68.1,0,4.65,11,9,65.9,2,1.8,1,23,13,free,mobile,West,yes,no
L11275,19,66.1,0,2.3,13,4,60.7,2,2.5,2,37,4,basic,tablet,West,yes,no
L11276,54,64.6,5,3.83,18,9,62.8,4,5.1,2,46,23,free,tablet,East,yes,yes
L11277,41,70.6,5,6.61,14,7,87.3,2,4.8,1,33,21,basic,desktop,West,yes,yes
L11278,55,44.1,1,1.71,17,3,54.1,1,4.8,0,34,16,premium,tablet,West,no,no
L11279,40,83.4,1,2.97,21,0,28.8,0,1.8,1,53,0,free,desktop,South,yes,no
L11280,21,82.8,4,9.58,19,7,64.4,3,5.4,0,103,3,basic,desktop,South,yes,yes
L11281,42,67.3,4,11.48,17,10,31.2,1,4.7,0,114,6,premium,mobile,North,yes,yes
L11282,31,57.9,5,3.9,22,2,37.2,3,1.1,1,59,8,free,tablet,North,yes,no
L11283,40,76.8,5,2.47,18,5,58.4,2,1.7,0,9,1,premium,mobile,South,yes,yes
L11284,49,64.4,4,12.93,17,1,49.6,1,2.7,0,47,16,premium,mobile,North,yes,no
L11285,33,46.3,0,4.31,21,7,16.6,2,4.2,2,48,16,basic,desktop,West,yes,no
L11286,47,51.8,2,0.66,16,5,57.3,1,2.1,0,115,22,free,mobile,South,yes,no
L11287,24,68.0,1,1.4,22,9,46.8,3,1.9,0,107,2,basic,mobile,North,yes,no
L11288,25,66.9,4,2.91,14,7,87.0,4,2.5,0,18,1,basic,desktop,South,yes,yes
L11289,45,51.0,5,4.12,4,6,58.0,0,3.0,0,68,21,premium,desktop,South,yes,yes
L11290,23,61.8,3,5.71,16,5,48.8,3,4.4,2,9,13,free,mobile,West,yes,no
L11291,29,57.8,3,6.04,22,0,24.8,4,4.9,0,44,13,free,desktop,East,yes,yes
L11292,25,56.9,2,4.55,12,7,37.8,4,4.4,1,46,23,free,desktop,South,no,no
L11293,27,41.2,2,0.96,20,5,61.1,3,5.7,1,35,5,free,mobile,East,yes,no
L11294,47,58.3,5,6.74,12,6,35.4,3,6.1,2,83,15,premium,desktop,South,yes,yes
L11295,56,45.5,1,7.74,18,2,64.8,3,1.6,1,6,14,free,desktop,West,yes,no
L11296,17,64.3,2,1.96,23,2,61.4,2,5.7,0,87,15,free,mobile,South,yes,no
L11297,19,77.7,4,3.3,20,6,45.4,5,4.0,0,61,21,premium,mobile,North,yes,yes
L11298,54,54.5,3,4.18,22,3,47.9,7,6.2,0,100,9,premium,desktop,West,yes,no
L11299,46,73.0,0,4.75,22,10,42.0,2,3.5,1,14,17,premium,mobile,West,yes,yes
L11300,18,94.0,3,2.76,26,0,51.2,1,5.6,0,69,13,premium,mobile,South,yes,no
L11301,37,60.1,5,2.06,13,4,79.5,2,0.4,0,49,14,free,desktop,East,yes,no
L11302,53,67.0,3,4.01,8,1,66.2,4,0.9,1,119,5,basic,mobile,South,yes,no
L11303,36,46.4,2,1.71,22,4,84.7,1,4.4,3,20,0,free,desktop,East,yes,no
L11304,33,59.5,3,7.31,17,9,85.8,2,4.7,0,64,12,free,tablet,South,yes,yes
L11305,21,52.2,3,3.28,15,8,55.2,4,6.4,1,111,23,free,mobile,West,yes,yes
L11306,51,100.0,5,7.23,25,10,45.1,2,4.3,2,8,11,premium,desktop,East,yes,yes
L11307,28,71.2,4,1.37,10,5,55.8,3,2.0,0,2,21,free,desktop,East,no,yes
L11308,51,61.9,4,1.56,20,10,39.8,2,5.3,0,14,12,free,desktop,West,yes,no
L11309,46,68.7,0,1.07,23,9,53.0,2,2.8,2,34,20,free,mobile,North,no,yes
L11310,43,70.0,2,2.85,12,10,55.9,1,3.7,0,35,11,free,desktop,North,yes,yes
L11311,27,42.9,1,7.05,16,4,24.8,0,7.5,0,65,17,free,desktop,East,yes,no
L11312,27,72.4,3,2.15,18,0,37.6,2,1.3,1,32,16,free,tablet,East,yes,no
L11313,23,65.3,3,3.2,17,1,89.5,4,3.1,1,55,22,free,desktop,East,yes,no
L11314,47,46.9,5,10.06,23,10,60.1,6,3.7,1,35,20,premium,mobile,East,no,yes
L11315,48,41.2,4,6.65,18,3,40.0,2,5.2,1,70,12,free,mobile,East,no,no
L11316,51,86.8,4,0.33,14,7,22.7,6,4.0,3,63,8,basic,mobile,South,yes,yes
L11317,17,71.7,2,10.34,26,9,29.6,3,0.0,1,68,9,basic,mobile,South,yes,yes
L11318,45,69.2,2,4.73,22,6,68.3,2,6.9,2,9,12,free,mobile,North,yes,yes
L11319,28,56.3,5,2.56,19,2,81.3,2,5.6,1,17,0,free,mobile,West,yes,no
L11320,45,47.6,3,5.79,21,9,79.6,2,3.0,0,114,16,premium,desktop,East,no,no
L11321,41,77.8,1,2.04,26,2,49.5,3,3.8,0,40,15,premium,mobile,West,yes,yes
L11322,48,67.6,5,0.77,21,10,55.2,2,3.3,1,24,13,premium,tablet,South,yes,yes
L11323,49,71.4,3,1.58,15,4,53.5,3,4.4,1,55,15,premium,desktop,North,yes,no
L11324,58,64.5,1,3.0,13,10,19.7,5,3.0,1,116,17,premium,mobile,East,yes,no
L11325,38,73.7,2,2.09,19,3,81.3,5,4.8,0,8,7,premium,desktop,North,yes,yes
L11326,26,52.0,5,2.21,28,5,43.5,2,5.5,1,60,12,basic,desktop,North,yes,yes
L11327,49,67.3,1,6.59,13,3,100.0,3,4.1,0,76,16,free,desktop,North,yes,yes
L11328,21,43.1,4,5.18,15,6,63.3,6,7.3,3,57,12,free,mobile,West,yes,yes
L11329,50,68.3,1,1.18,21,6,90.6,2,4.2,0,95,1,free,mobile,West,no,no
L11330,21,61.2,5,2.73,22,4,56.1,5,0.9,0,103,2,basic,mobile,West,yes,yes
L11331,37,40.3,0,1.44,17,1,44.9,7,6.6,1,26,2,free,mobile,North,yes,no
L11332,41,30.2,2,5.28,20,7,75.3,2,3.7,0,24,17,free,mobile,North,yes,yes
L11333,26,79.1,4,5.84,22,0,50.3,0,2.5,1,73,15,basic,desktop,East,yes,yes
L11334,32,47.2,2,2.68,14,0,57.5,0,6.1,2,7,14,premium,tablet,East,yes,yes
L11335,18,63.1,5,6.81,8,9,65.3,0,1.8,0,76,15,free,desktop,West,yes,yes
L11336,28,55.2,0,1.8,22,1,65.0,3,1.8,0,44,8,free,mobile,East,yes,no
L11337,29,57.3,1,1.68,25,0,57.8,3,3.9,2,92,16,basic,mobile,East,yes,no
L11338,46,45.8,0,2.73,17,4,33.1,4,0.9,0,109,8,free,desktop,South,yes,no
L11339,23,25.1,2,5.21,18,7,72.9,2,0.5,0,11,21,premium,desktop,North,yes,no
L11340,54,23.6,4,3.26,21,10,42.6,1,4.3,0,68,2,basic,mobile,East,yes,yes
L11341,56,57.1,0,6.62,20,0,89.2,3,2.7,2,57,12,basic,desktop,East,yes,no
L11342,49,90.4,2,2.24,14,7,69.0,2,4.3,1,45,23,free,mobile,South,yes,yes
L11343,45,93.5,2,0.55,20,6,20.2,5,4.4,0,96,12,free,desktop,North,yes,no
L11344,33,61.0,4,2.62,19,2,42.0,3,2.6,1,70,23,free,mobile,South,yes,no
L11345,34,33.8,0,11.59,22,4,42.4,2,3.6,1,108,17,basic,desktop,West,no,no
L11346,20,76.0,0,7.66,23,8,37.7,3,4.2,0,101,9,free,mobile,North,yes,yes
L11347,49,57.0,3,12.62,16,0,83.1,1,3.5,0,13,7,premium,mobile,South,yes,no
L11348,19,61.4,3,4.02,18,8,51.1,4,4.0,1,30,11,free,mobile,West,yes,no
L11349,32,81.8,1,4.74,21,1,61.0,4,0.0,1,20,9,premium,tablet,East,yes,no
L11350,51,82.3,5,4.45,21,10,62.6,1,1.1,0,97,18,free,mobile,East,yes,yes
L11351,47,57.5,2,9.9,19,5,56.8,5,2.8,1,41,16,basic,mobile,South,yes,no
L11352,54,60.5,0,7.7,8,1,67.4,5,6.9,3,13,15,free,mobile,South,no,no
L11353,43,79.5,5,7.63,16,8,67.5,4,6.4,0,27,20,premium,mobile,West,yes,yes
L11354,43,73.3,0,3.44,24,10,63.2,6,3.9,0,10,10,premium,desktop,East,yes,yes
L11355,49,45.0,5,8.14,6,4,82.3,5,4.0,0,99,10,free,desktop,North,no,no
L11356,32,71.7,4,12.53,15,7,56.5,4,5.2,1,119,19,basic,desktop,East,yes,no
L11357,43,49.0,2,1.0,25,10,67.0,3,0.0,4,8,0,basic,tablet,West,yes,no
L11358,23,33.1,4,8.18,19,1,59.3,3,4.4,1,74,19,free,mobile,West,yes,no
L11359,36,94.6,0,4.79,17,5,56.9,1,7.5,2,108,10,free,desktop,North,yes,yes
L11360,32,90.8,0,10.78,25,1,77.1,1,2.7,0,68,18,free,mobile,North,yes,no
L11361,49,79.7,2,1.32,27,6,85.8,4,5.9,2,27,9,premium,desktop,South,yes,yes
L11362,17,63.4,1,0.12,19,8,,1,5.4,1,44,14,free,mobile,North,no,no
L11363,23,66.2,1,13.02,21,8,65.1,0,4.1,1,46,23,free,mobile,East,yes,yes
L11364,22,81.6,4,2.48,14,9,40.0,5,5.4,1,65,23,free,desktop,South,yes,yes
L11365,20,46.7,1,2.74,10,8,57.4,1,4.2,0,104,3,basic,desktop,East,yes,no
L11366,37,62.5,0,9.24,18,9,71.6,2,5.6,2,91,7,free,mobile,West,yes,no
L11367,24,84.8,0,4.11,15,0,56.1,4,0.0,4,99,2,free,mobile,East,yes,no
L11368,50,49.4,3,9.82,13,3,66.9,4,4.9,1,55,17,free,mobile,East,yes,no
L11369,44,58.0,5,1.8,11,6,85.0,2,5.0,0,4,22,basic,mobile,North,yes,yes
L11370,58,67.9,0,2.85,21,8,75.4,5,3.6,0,74,8,free,desktop,East,yes,no
L11371,35,56.5,1,9.88,14,0,53.7,0,3.4,1,89,4,basic,mobile,South,yes,yes
L11372,48,60.7,0,7.16,18,0,58.4,3,1.8,0,46,16,free,mobile,East,yes,no
L11373,39,93.1,2,8.58,20,6,97.0,1,4.4,1,59,2,premium,mobile,West,yes,yes
L11374,46,78.2,0,4.88,19,3,59.2,6,3.8,1,94,20,free,mobile,South,yes,no
L11375,31,57.9,2,0.41,20,10,19.1,3,4.6,1,16,13,free,desktop,South,yes,yes
L11376,51,56.0,4,4.4,16,6,97.6,3,7.0,1,83,5,free,mobile,South,no,yes
L11377,46,73.0,3,1.88,24,5,79.1,4,4.8,0,43,23,free,tablet,West,yes,no
L11378,29,73.1,2,5.12,27,3,36.6,4,5.6,0,77,23,basic,desktop,East,no,no
L11379,51,39.9,5,3.96,21,5,52.3,2,6.5,0,48,10,free,desktop,South,no,no
L11380,24,63.6,1,8.5,22,9,78.2,2,3.3,1,69,22,free,mobile,West,yes,yes
L11381,21,73.0,4,0.55,17,9,21.9,4,6.0,1,71,13,premium,mobile,North,yes,yes
L11382,34,70.6,5,3.71,18,4,54.1,3,4.7,0,65,4,premium,mobile,West,yes,no
L11383,36,53.0,4,1.67,15,2,72.8,3,5.2,0,77,9,premium,mobile,East,yes,no
L11384,48,62.9,2,1.41,20,0,30.9,2,3.5,1,80,9,basic,desktop,North,yes,no
L11385,38,52.4,4,8.9,17,8,69.6,2,2.7,1,100,2,basic,desktop,North,no,yes
L11386,42,53.4,3,3.57,31,7,30.4,0,6.2,0,104,6,basic,desktop,East,yes,no
L11387,49,52.5,1,4.19,17,6,100.0,4,6.8,3,76,21,free,mobile,South,yes,no
L11388,55,75.7,2,3.32,24,6,10.6,2,4.2,1,60,11,free,mobile,North,yes,yes
L11389,43,57.3,5,6.86,15,3,22.7,3,4.2,2,58,4,free,mobile,West,yes,no
L11390,26,80.5,0,12.48,11,7,46.2,5,3.7,0,81,22,free,desktop,West,yes,yes
L11391,55,62.0,1,2.51,16,5,74.3,1,7.2,0,74,19,free,mobile,East,no,no
L11392,24,53.1,3,4.28,20,5,18.7,1,1.2,1,110,0,basic,mobile,North,yes,no
L11393,56,59.0,3,2.61,23,4,41.2,1,5.2,0,52,3,premium,tablet,North,no,no
